Salario;lat;lon;Cidade
1486.90;-199.102;-439.266;Belo Horizonte
1486.90;-199.102;-439.266;Belo Horizonte
1486.90;-199.102;-439.266;Belo Horizonte
1486.90;-199.102;-439.266;Belo Horizonte
1487.37;-195.902;-469.438;Araxa
1487.37;-199.102;-439.266;Belo Horizonte
1487.37;-199.102;-439.266;Belo Horizonte
1487.92;-199.102;-439.266;Belo Horizonte
1493.79;-195.902;-469.438;Araxa
1494.28;-197.386;-452.622;Bom Despacho
1494.61;-213.924;-426.896;Cataguases
1494.79;-18.907;-400.759;Jaguare
1497.75;-215.296;-426.421;Leopoldina
1498.1;-199.102;-439.266;Belo Horizonte
1499.57;-195.902;-469.438;Araxa
1499.68;-20.048;-442.749;Sao Joaquim de Bicas
1500.60;-201.446;-448.912;Divinopolis
1502.13;-199.166;-468.264;Tapira
1502.28;-199.102;-439.266;Belo Horizonte
1504.22;-212.324;-45.235;Nepomuceno
1504.65;-195.811;-426.471;Timoteo
1505.26;-199.102;-439.266;Belo Horizonte
1505.83;-200.818;-445.801;Itaúna
1509.60;-195.902;-469.438;Araxa
1513.74;-216.921;-452.511;Tres Coracoes
1517.80;-199.321;-440.539;Contagem
1517.90;-199.102;-439.266;Belo Horizonte
1517.99;-201.446;-448.912;Divinopolis
1518.45;-195.811;-426.471;Timoteo
1521.15;-184.357;-491.847;Araporã
1521.63;-199.668;-442.008;Betim
1522.8;-196.883;-439.239;Vespasiano
1522.50;-199.102;-439.266;Belo Horizonte
1524.38;-199.102;-439.266;Belo Horizonte
1524.75;-199.102;-439.266;Belo Horizonte
1525.44;-195.902;-469.438;Araxa
1527.23;-199.102;-439.266;Belo Horizonte
1531.5;-199.102;-439.266;Belo Horizonte
1531.20;-199.321;-440.539;Contagem
1533.11;-199.668;-442.008;Betim
1533.97;-199.102;-439.266;Belo Horizonte
1536.18;-199.321;-440.539;Contagem
1538.16;-217.595;-433.398;Juiz de Fora
1540.31;-213.924;-426.896;Cataguases
1540.83;-19.884;-438.263;Sabara
1540.83;-19.884;-438.263;Sabara
1540.83;-19.884;-438.263;Sabara
1543.26;-217.595;-433.398;Juiz de Fora
1544.40;-199.102;-439.266;Belo Horizonte
1546.30;-195.902;-469.438;Araxa
1551.89;-195.902;-469.438;Araxa
1551.89;-195.902;-469.438;Araxa
1554.60;-199.102;-439.266;Belo Horizonte
1554.70;-199.321;-440.539;Contagem
1557.69;-199.102;-439.266;Belo Horizonte
1557.69;-199.102;-439.266;Belo Horizonte
1557.69;-199.102;-439.266;Belo Horizonte
1558.60;-199.668;-442.008;Betim
1558.60;-199.668;-442.008;Betim
1559.43;-199.102;-439.266;Belo Horizonte
1559.85;-195.811;-426.471;Timoteo
1561.33;-199.102;-439.266;Belo Horizonte
1562.14;-199.102;-439.266;Belo Horizonte
1565.31;-199.102;-439.266;Belo Horizonte
1565.85;-192.199;-424.828;Belo Oriente
1566.54;-199.102;-439.266;Belo Horizonte
1568.37;-199.102;-439.266;Belo Horizonte
1568.89;-199.102;-439.266;Belo Horizonte
1574.25;-199.668;-442.008;Betim
1575.55;-201.446;-448.912;Divinopolis
1575.55;-201.446;-448.912;Divinopolis
1577.29;-195.811;-426.471;Timoteo
1579.49;-199.102;-439.266;Belo Horizonte
1582.38;-199.102;-439.266;Belo Horizonte
1584.63;-201.446;-448.912;Divinopolis
1585.12;-212.324;-45.235;Nepomuceno
1586.21;-199.102;-439.266;Belo Horizonte
1587.15;-216.921;-452.511;Tres Coracoes
1592.80;-195.811;-426.471;Timoteo
1594.33;-223.768;-417.848;Macae
1594.52;-199.102;-439.266;Belo Horizonte
1595.22;-199.102;-439.266;Belo Horizonte
1596.14;-199.321;-440.539;Contagem
1596.51;-199.794;-444.318;Mateus Leme
1601.61;-213.924;-426.896;Cataguases
1602.76;-199.102;-439.266;Belo Horizonte
1603.51;-199.102;-439.266;Belo Horizonte
1604.93;-199.102;-439.266;Belo Horizonte
1605.52;-199.102;-439.266;Belo Horizonte
1607.34;-199.102;-439.266;Belo Horizonte
1607.34;-195.811;-426.471;Timoteo
1609.80;-199.102;-439.266;Belo Horizonte
1610.23;-199.102;-439.266;Belo Horizonte
1612.23;-201.446;-448.912;Divinopolis
1613.62;-199.102;-439.266;Belo Horizonte
1613.65;-199.102;-439.266;Belo Horizonte
1617.46;-199.668;-442.008;Betim
1623.24;-199.668;-442.008;Betim
1623.24;-199.668;-442.008;Betim
1626.16;-199.102;-439.266;Belo Horizonte
1626.23;-200.252;-440.569;Ibirite
1626.50;-199.102;-439.266;Belo Horizonte
1631.70;-199.102;-439.266;Belo Horizonte
1632.40;-199.102;-439.266;Belo Horizonte
1632.40;-19.884;-438.263;Sabara
1633.73;-195.902;-469.438;Araxa
1634.3;-199.102;-439.266;Belo Horizonte
1635.98;-187.527;-444.303;Curvelo
1636.8;-201.446;-448.912;Divinopolis
1636.80;-199.668;-442.008;Betim
1636.85;-199.668;-442.008;Betim
1639.23;-199.102;-439.266;Belo Horizonte
1640.80;-199.321;-440.539;Contagem
1641.12;-201.446;-448.912;Divinopolis
1641.12;-201.446;-448.912;Divinopolis
1641.12;-201.446;-448.912;Divinopolis
1642.93;-215.556;-454.364;Varginha
1648.35;-199.758;-438.509;Nova Lima
1650.65;-217.595;-433.398;Juiz de Fora
1650.95;-200.818;-445.801;Itaúna
1653.4;-194.703;-425.476;Ipatinga
1653.75;-201.446;-448.912;Divinopolis
1654.9;-19.739;-463.755;Pratinha
1655.48;-195.902;-469.438;Araxa
1655.70;-199.102;-439.266;Belo Horizonte
1656.26;-199.321;-440.539;Contagem
1656.67;-199.102;-439.266;Belo Horizonte
1656.79;-197.621;-440.844;Ribeirao das Neves
1658.40;-215.556;-454.364;Varginha
1659.74;-199.102;-439.266;Belo Horizonte
1661.84;-199.102;-439.266;Belo Horizonte
1662.27;-199.102;-439.266;Belo Horizonte
1662.63;-199.102;-439.266;Belo Horizonte
1662.68;-199.102;-439.266;Belo Horizonte
1663.62;-194.703;-425.476;Ipatinga
1663.91;-195.902;-469.438;Araxa
1670.76;-199.321;-440.539;Contagem
1671.19;-199.102;-439.266;Belo Horizonte
1672.82;-199.758;-438.509;Nova Lima
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1674.24;-199.102;-439.266;Belo Horizonte
1680.96;-199.102;-439.266;Belo Horizonte
1683.76;-199.102;-439.266;Belo Horizonte
1683.80;-195.902;-469.438;Araxa
1683.80;-199.166;-468.264;Tapira
1684.79;-200.367;-441.446;Sarzedo
1685.25;-195.902;-469.438;Araxa
1686.39;-199.102;-439.266;Belo Horizonte
1686.39;-199.102;-439.266;Belo Horizonte
1686.39;-199.102;-439.266;Belo Horizonte
1688.32;-198.534;-446.114;Para de Minas
1689.32;-199.758;-438.509;Nova Lima
1689.33;-199.758;-438.509;Nova Lima
1691.77;-199.321;-440.539;Contagem
1692.12;-199.102;-439.266;Belo Horizonte
1694.90;-197.621;-440.844;Ribeirao das Neves
1695.11;-199.321;-440.539;Contagem
1699.58;-201.446;-448.912;Divinopolis
1700.48;-199.102;-439.266;Belo Horizonte
1700.48;-199.102;-439.266;Belo Horizonte
1700.48;-199.102;-439.266;Belo Horizonte
1700.49;-199.102;-439.266;Belo Horizonte
1700.49;-199.102;-439.266;Belo Horizonte
1700.49;-199.102;-439.266;Belo Horizonte
1700.49;-199.102;-439.266;Belo Horizonte
1700.49;-199.102;-439.266;Belo Horizonte
1701.44;-195.902;-469.438;Araxa
1701.75;-199.102;-439.266;Belo Horizonte
1702.55;-199.102;-439.266;Belo Horizonte
1704.60;-21.248;-450.009;Lavras
1705.62;-197.548;-438.497;Santa Luzia
1708.79;-217.595;-433.398;Juiz de Fora
1714.49;-199.102;-439.266;Belo Horizonte
1715.84;-199.102;-439.266;Belo Horizonte
1718.81;-199.321;-440.539;Contagem
1722.19;-199.102;-439.266;Belo Horizonte
1723.46;-217.595;-433.398;Juiz de Fora
1726.74;-217.595;-433.398;Juiz de Fora
1726.74;-217.595;-433.398;Juiz de Fora
1726.74;-217.595;-433.398;Juiz de Fora
1726.74;-217.595;-433.398;Juiz de Fora
1728.36;-229.129;-432.003;Rio de Janeiro
1729.41;-199.102;-439.266;Belo Horizonte
1734.6;-199.102;-439.266;Belo Horizonte
1735.97;-213.924;-426.896;Cataguases
1736.19;-199.102;-439.266;Belo Horizonte
1737.54;-199.102;-439.266;Belo Horizonte
1739.79;-187.527;-444.303;Curvelo
1740.58;-199.102;-439.266;Belo Horizonte
1740.95;-199.321;-440.539;Contagem
1742.44;-199.321;-440.539;Contagem
1743.90;-199.102;-439.266;Belo Horizonte
1745.33;-199.102;-439.266;Belo Horizonte
1745.56;-199.102;-439.266;Belo Horizonte
1749.38;-199.758;-438.509;Nova Lima
1750.75;-199.758;-438.509;Nova Lima
1751.2;-199.102;-439.266;Belo Horizonte
1751.2;-199.102;-439.266;Belo Horizonte
1751.41;-215.556;-454.364;Varginha
1753.44;-195.902;-469.438;Araxa
1753.44;-195.902;-469.438;Araxa
1753.52;-195.902;-469.438;Araxa
1757.17;-199.102;-439.266;Belo Horizonte
1759.41;-199.102;-439.266;Belo Horizonte
1762.2;-199.102;-439.266;Belo Horizonte
1762.50;-199.102;-439.266;Belo Horizonte
1762.56;-199.102;-439.266;Belo Horizonte
1762.56;-199.102;-439.266;Belo Horizonte
1762.56;-199.102;-439.266;Belo Horizonte
1763.58;-217.595;-433.398;Juiz de Fora
1764.5;-199.102;-439.266;Belo Horizonte
1769.37;-195.902;-469.438;Araxa
1769.51;-199.102;-439.266;Belo Horizonte
1770.71;-199.102;-439.266;Belo Horizonte
1770.71;-199.102;-439.266;Belo Horizonte
1772.54;-213.924;-426.896;Cataguases
1775.9;-195.902;-469.438;Araxa
1775.18;-199.102;-439.266;Belo Horizonte
1781.81;-199.321;-440.539;Contagem
1785.13;-199.668;-442.008;Betim
1785.87;-197.548;-438.497;Santa Luzia
1786.95;-194.703;-425.476;Ipatinga
1788.7;-201.446;-448.912;Divinopolis
1795.85;-192.199;-424.828;Belo Oriente
1796.89;-199.102;-439.266;Belo Horizonte
1799.17;-20.121;-403.074;Serra
1799.45;-199.102;-439.266;Belo Horizonte
1803.6;-199.102;-439.266;Belo Horizonte
1803.61;-199.321;-440.539;Contagem
1806.20;-194.703;-425.476;Ipatinga
1807.22;-199.102;-439.266;Belo Horizonte
1809.20;-199.758;-438.509;Nova Lima
1809.20;-199.102;-439.266;Belo Horizonte
1813.27;-199.321;-440.539;Contagem
1814.97;-199.102;-439.266;Belo Horizonte
1814.97;-199.102;-439.266;Belo Horizonte
1817.40;-212.214;-437.703;Barbacena
1821.6;-199.102;-439.266;Belo Horizonte
1821.6;-196.883;-439.239;Vespasiano
1821.6;-199.102;-439.266;Belo Horizonte
1822.50;-199.102;-439.266;Belo Horizonte
1823.25;-199.102;-439.266;Belo Horizonte
1825.24;-200.252;-440.569;Ibirite
1825.24;-200.252;-440.569;Ibirite
1825.25;-200.252;-440.569;Ibirite
1825.25;-200.252;-440.569;Ibirite
1826.43;-187.527;-444.303;Curvelo
1827.23;-199.102;-439.266;Belo Horizonte
1827.29;-194.569;-442.413;Sete Lagoas
1828.34;-199.794;-444.318;Mateus Leme
1830.65;-199.102;-439.266;Belo Horizonte
1832.49;-199.102;-439.266;Belo Horizonte
1832.65;-199.102;-439.266;Belo Horizonte
1834.55;-199.102;-439.266;Belo Horizonte
1837.8;-203.185;-426.047;Santo Antonio do Grama
1838.96;-199.102;-439.266;Belo Horizonte
1839.45;-195.902;-469.438;Araxa
1839.54;-199.102;-439.266;Belo Horizonte
1842.69;-223.768;-417.848;Macae
1843.12;-199.102;-439.266;Belo Horizonte
1847.26;-199.102;-439.266;Belo Horizonte
1847.26;-199.668;-442.008;Betim
1849.94;-215.556;-454.364;Varginha
1854.4;-200.252;-440.569;Ibirite
1854.4;-199.102;-439.266;Belo Horizonte
1855.68;-215.556;-454.364;Varginha
1855.80;-199.102;-439.266;Belo Horizonte
1855.80;-199.102;-439.266;Belo Horizonte
1855.80;-199.102;-439.266;Belo Horizonte
1857.74;-199.166;-468.264;Tapira
1859.6;-199.758;-438.509;Nova Lima
1859.21;-200.818;-445.801;Itaúna
1859.24;-199.102;-439.266;Belo Horizonte
1861.6;-199.321;-440.539;Contagem
1861.62;-199.102;-439.266;Belo Horizonte
1861.86;-199.102;-439.266;Belo Horizonte
1865.81;-201.446;-448.912;Divinopolis
1867.1;-199.102;-439.266;Belo Horizonte
1867.2;-199.102;-439.266;Belo Horizonte
1867.26;-199.102;-439.266;Belo Horizonte
1868.4;-199.102;-439.266;Belo Horizonte
1869.43;-195.902;-469.438;Araxa
1870.18;-195.902;-469.438;Araxa
1870.71;-199.102;-439.266;Belo Horizonte
1874.18;-199.321;-440.539;Contagem
1876.41;-199.102;-439.266;Belo Horizonte
1876.41;-199.102;-439.266;Belo Horizonte
1876.92;-199.102;-439.266;Belo Horizonte
1880.7;-199.102;-439.266;Belo Horizonte
1881.49;-197.621;-440.844;Ribeirao das Neves
1882.45;-199.668;-442.008;Betim
1883.39;-199.102;-439.266;Belo Horizonte
1883.39;-199.102;-439.266;Belo Horizonte
1883.39;-199.102;-439.266;Belo Horizonte
1883.39;-199.102;-439.266;Belo Horizonte
1883.39;-199.102;-439.266;Belo Horizonte
1884.69;-201.446;-448.912;Divinopolis
1884.71;-199.102;-439.266;Belo Horizonte
1884.74;-195.902;-469.438;Araxa
1888.66;-199.321;-440.539;Contagem
1894.60;-195.902;-469.438;Araxa
1895.5;-189.141;-482.749;Uberlandia
1895.14;-199.102;-439.266;Belo Horizonte
1896.21;-199.102;-439.266;Belo Horizonte
1898.85;-199.102;-439.266;Belo Horizonte
1901.43;-199.102;-439.266;Belo Horizonte
1902.24;-199.102;-439.266;Belo Horizonte
1902.92;-199.102;-439.266;Belo Horizonte
1903.55;-199.102;-439.266;Belo Horizonte
1904.70;-189.141;-482.749;Uberlandia
1910.11;-199.102;-439.266;Belo Horizonte
1913.95;-199.758;-438.509;Nova Lima
1915.75;-199.102;-439.266;Belo Horizonte
1915.75;-199.102;-439.266;Belo Horizonte
1921.75;-199.102;-439.266;Belo Horizonte
1921.75;-199.102;-439.266;Belo Horizonte
1921.80;-215.556;-454.364;Varginha
1921.82;-199.102;-439.266;Belo Horizonte
1923.47;-161.753;-422.964;Salinas
1925.54;-199.102;-439.266;Belo Horizonte
1927.40;-199.668;-442.008;Betim
1927.80;-199.758;-438.509;Nova Lima
1928.57;-199.102;-439.266;Belo Horizonte
1930.97;-215.556;-454.364;Varginha
1934.63;-215.556;-454.364;Varginha
1935.18;-199.102;-439.266;Belo Horizonte
1936.97;-200.252;-440.569;Ibirite
1940.33;-215.556;-454.364;Varginha
1946.49;-215.296;-426.421;Leopoldina
1948.96;-199.102;-439.266;Belo Horizonte
1951.27;-195.902;-469.438;Araxa
1953.39;-199.102;-439.266;Belo Horizonte
1956.80;-199.102;-439.266;Belo Horizonte
1960.67;-194.569;-442.413;Sete Lagoas
1964.60;-199.102;-439.266;Belo Horizonte
1969.64;-197.621;-440.844;Ribeirao das Neves
1972.24;-199.102;-439.266;Belo Horizonte
1976.60;-199.102;-439.266;Belo Horizonte
1977.60;-195.902;-469.438;Araxa
1978.2;-199.758;-438.509;Nova Lima
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1982.54;-199.102;-439.266;Belo Horizonte
1983.11;-195.902;-469.438;Araxa
1985.91;-199.321;-440.539;Contagem
1987.23;-199.102;-439.266;Belo Horizonte
1987.78;-199.102;-439.266;Belo Horizonte
1988.42;-192.199;-424.828;Belo Oriente
1990.64;-199.102;-439.266;Belo Horizonte
1991.9;-197.621;-440.844;Ribeirao das Neves
1991.75;-198.534;-446.114;Para de Minas
1992.33;-199.321;-440.539;Contagem
1995.48;-199.668;-442.008;Betim
1997.46;-199.102;-439.266;Belo Horizonte
1997.96;-195.902;-469.438;Araxa
2000.21;-199.321;-440.539;Contagem
2002.80;-199.758;-438.509;Nova Lima
2005.77;-217.595;-433.398;Juiz de Fora
2005.92;-199.102;-439.266;Belo Horizonte
2006.60;-202.285;-426.462;Rio Casca
2010.68;-219.671;-453.498;Lambari
2011.55;-201.446;-448.912;Divinopolis
2011.80;-199.102;-439.266;Belo Horizonte
2011.96;-195.902;-469.438;Araxa
2012.45;-199.102;-439.266;Belo Horizonte
2013.80;-199.102;-439.266;Belo Horizonte
2013.98;-199.102;-439.266;Belo Horizonte
2014.91;-199.102;-439.266;Belo Horizonte
2018.20;-199.102;-439.266;Belo Horizonte
2020.32;-199.102;-439.266;Belo Horizonte
2026.44;-199.102;-439.266;Belo Horizonte
2026.47;-199.102;-439.266;Belo Horizonte
2028.45;-195.902;-469.438;Araxa
2029.65;-199.102;-439.266;Belo Horizonte
2031.71;-196.397;-438.932;Lagoa Santa
2032.10;-199.102;-439.266;Belo Horizonte
2032.10;-199.102;-439.266;Belo Horizonte
2032.10;-199.102;-439.266;Belo Horizonte
2032.10;-199.102;-439.266;Belo Horizonte
2032.10;-199.102;-439.266;Belo Horizonte
2032.10;-199.102;-439.266;Belo Horizonte
2036.50;-199.102;-439.266;Belo Horizonte
2037.47;-199.102;-439.266;Belo Horizonte
2038.59;-199.321;-440.539;Contagem
2038.88;-199.102;-439.266;Belo Horizonte
2040.73;-199.102;-439.266;Belo Horizonte
2041.3;-199.102;-439.266;Belo Horizonte
2041.40;-216.088;-455.691;Eloi Mendes
2042.82;-199.102;-439.266;Belo Horizonte
2043.18;-199.102;-439.266;Belo Horizonte
2045.59;-199.668;-442.008;Betim
2046.1;-199.102;-439.266;Belo Horizonte
2049.82;-199.102;-439.266;Belo Horizonte
2050.98;-199.668;-442.008;Betim
2051.80;-199.102;-439.266;Belo Horizonte
2053.44;-199.102;-439.266;Belo Horizonte
2054.65;-199.102;-439.266;Belo Horizonte
2056.51;-199.102;-439.266;Belo Horizonte
2058.42;-199.102;-439.266;Belo Horizonte
2059.22;-199.321;-440.539;Contagem
2060.82;-199.102;-439.266;Belo Horizonte
2060.83;-199.102;-439.266;Belo Horizonte
2065.52;-199.102;-439.266;Belo Horizonte
2070.93;-199.102;-439.266;Belo Horizonte
2072.65;-199.102;-439.266;Belo Horizonte
2073.54;-213.924;-426.896;Cataguases
2077.80;-201.446;-448.912;Divinopolis
2079.40;-203.765;-43.414;Mariana
2082.91;-199.102;-439.266;Belo Horizonte
2082.91;-199.102;-439.266;Belo Horizonte
2084.23;-199.102;-439.266;Belo Horizonte
2087.83;-197.621;-440.844;Ribeirao das Neves
2091.8;-199.102;-439.266;Belo Horizonte
2091.8;-199.102;-439.266;Belo Horizonte
2091.8;-199.102;-439.266;Belo Horizonte
2093.5;-199.102;-439.266;Belo Horizonte
2098.25;-199.102;-439.266;Belo Horizonte
2100.22;-199.102;-439.266;Belo Horizonte
2106.94;-199.758;-438.509;Nova Lima
2108.29;-199.102;-439.266;Belo Horizonte
2110.31;-199.102;-439.266;Belo Horizonte
2110.31;-199.102;-439.266;Belo Horizonte
2110.66;-215.556;-454.364;Varginha
2111.4;-199.102;-439.266;Belo Horizonte
2111.72;-195.902;-469.438;Araxa
2114.5;-195.902;-469.438;Araxa
2114.69;-199.102;-439.266;Belo Horizonte
2114.90;-215.556;-454.364;Varginha
2116.83;-199.102;-439.266;Belo Horizonte
2117.43;-199.102;-439.266;Belo Horizonte
2123.48;-199.166;-468.264;Tapira
2124.13;-199.102;-439.266;Belo Horizonte
2124.86;-199.102;-439.266;Belo Horizonte
2126.44;-197.548;-438.497;Santa Luzia
2126.69;-199.102;-439.266;Belo Horizonte
2126.69;-199.102;-439.266;Belo Horizonte
2128.71;-199.102;-439.266;Belo Horizonte
2129.9;-199.102;-439.266;Belo Horizonte
2129.82;-199.668;-442.008;Betim
2130.1;-199.321;-440.539;Contagem
2133.33;-199.102;-439.266;Belo Horizonte
2134.98;-199.102;-439.266;Belo Horizonte
2134.98;-199.102;-439.266;Belo Horizonte
2139.81;-199.758;-438.509;Nova Lima
2143.62;-229.129;-432.003;Rio de Janeiro
2144.7;-195.902;-469.438;Araxa
2146.58;-195.902;-469.438;Araxa
2148.16;-19.739;-463.755;Pratinha
2148.32;-199.102;-439.266;Belo Horizonte
2148.32;-199.102;-439.266;Belo Horizonte
2148.32;-199.102;-439.266;Belo Horizonte
2151.71;-199.102;-439.266;Belo Horizonte
2152.31;-199.102;-439.266;Belo Horizonte
2153.33;-199.321;-440.539;Contagem
2157.36;-215.556;-454.364;Varginha
2164.25;-199.102;-439.266;Belo Horizonte
2164.77;-199.758;-438.509;Nova Lima
2168.78;-199.102;-439.266;Belo Horizonte
2173.46;-199.102;-439.266;Belo Horizonte
2176.78;-201.446;-448.912;Divinopolis
2186.33;-199.321;-440.539;Contagem
2187.56;-199.102;-439.266;Belo Horizonte
2188.38;-199.102;-439.266;Belo Horizonte
2188.48;-204.958;-43.851;Congonhas
2188.94;-199.166;-468.264;Tapira
2189.20;-199.102;-439.266;Belo Horizonte
2200.23;-195.902;-469.438;Araxa
2201.83;-199.102;-439.266;Belo Horizonte
2209.85;-199.102;-439.266;Belo Horizonte
2215.40;-199.758;-438.509;Nova Lima
2217.56;-229.129;-432.003;Rio de Janeiro
2219.88;-199.102;-439.266;Belo Horizonte
2219.88;-199.102;-439.266;Belo Horizonte
2219.88;-199.102;-439.266;Belo Horizonte
2221.29;-199.668;-442.008;Betim
2221.90;-199.102;-439.266;Belo Horizonte
2224.53;-199.102;-439.266;Belo Horizonte
2224.53;-199.102;-439.266;Belo Horizonte
2224.53;-199.102;-439.266;Belo Horizonte
2225.24;-203.155;-403.128;Vitoria
2227.6;-199.102;-439.266;Belo Horizonte
2228.8;-206.982;-44.829;Oliveira
2232.76;-197.548;-438.497;Santa Luzia
2236.60;-196.397;-438.932;Lagoa Santa
2239.41;-213.924;-426.896;Cataguases
2239.53;-199.102;-439.266;Belo Horizonte
2239.85;-199.102;-439.266;Belo Horizonte
2240.26;-199.102;-439.266;Belo Horizonte
2240.70;-199.102;-439.266;Belo Horizonte
2243.6;-199.102;-439.266;Belo Horizonte
2244.88;-200.252;-440.569;Ibirite
2247.84;-199.102;-439.266;Belo Horizonte
2248.49;-199.102;-439.266;Belo Horizonte
2248.49;-199.102;-439.266;Belo Horizonte
2249.60;-199.102;-439.266;Belo Horizonte
2249.97;-199.102;-439.266;Belo Horizonte
2251.48;-199.668;-442.008;Betim
2252.42;-199.102;-439.266;Belo Horizonte
2252.42;-199.102;-439.266;Belo Horizonte
2252.42;-199.102;-439.266;Belo Horizonte
2252.42;-199.102;-439.266;Belo Horizonte
2252.42;-199.102;-439.266;Belo Horizonte
2258.1;-199.102;-439.266;Belo Horizonte
2259.45;-199.102;-439.266;Belo Horizonte
2259.93;-199.102;-439.266;Belo Horizonte
2273.39;-198.534;-446.114;Para de Minas
2274.51;-199.102;-439.266;Belo Horizonte
2276.41;-199.321;-440.539;Contagem
2276.41;-199.321;-440.539;Contagem
2276.41;-199.321;-440.539;Contagem
2276.41;-199.321;-440.539;Contagem
2276.41;-199.321;-440.539;Contagem
2287.34;-199.102;-439.266;Belo Horizonte
2289.62;-199.102;-439.266;Belo Horizonte
2291.20;-199.102;-439.266;Belo Horizonte
2292.10;-199.102;-439.266;Belo Horizonte
2296.55;-200.707;-442.994;Igarape
2299.5;-199.321;-440.539;Contagem
2299.60;-199.321;-440.539;Contagem
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-215.296;-426.421;Leopoldina
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-187.527;-444.303;Curvelo
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2302.52;-199.102;-439.266;Belo Horizonte
2304.59;-199.321;-440.539;Contagem
2305.59;-195.902;-469.438;Araxa
2306.73;-206.772;-405.093;Guarapari
2307.48;-195.902;-469.438;Araxa
2309.4;-199.321;-440.539;Contagem
2310.19;-199.102;-439.266;Belo Horizonte
2314.72;-199.102;-439.266;Belo Horizonte
2315.4;-199.102;-439.266;Belo Horizonte
2317.99;-195.902;-469.438;Araxa
2320.6;-199.102;-439.266;Belo Horizonte
2321.94;-199.321;-440.539;Contagem
2324.2;-193.434;-472.963;Perdizes
2332.26;-199.102;-439.266;Belo Horizonte
2335.4;-199.668;-442.008;Betim
2336.25;-200.818;-445.801;Itaúna
2342.37;-199.102;-439.266;Belo Horizonte
2342.67;-219.671;-453.498;Lambari
2343.59;-199.102;-439.266;Belo Horizonte
2344.44;-199.102;-439.266;Belo Horizonte
2348.9;-199.102;-439.266;Belo Horizonte
2348.48;-199.102;-439.266;Belo Horizonte
2351.78;-195.811;-426.471;Timoteo
2351.97;-199.758;-438.509;Nova Lima
2355.70;-199.102;-439.266;Belo Horizonte
2356.40;-21.248;-450.009;Lavras
2356.69;-199.102;-439.266;Belo Horizonte
2357.67;-199.102;-439.266;Belo Horizonte
2359.72;-217.595;-433.398;Juiz de Fora
